run_id,condition,bot,replication,session,manche,decision,position_agent,carte_agent,carte_bot,carte_ecartee,historique,infoset,infoset_numero,action_parsee,parsing,resultat_manche,historique_final,flags,tokens_in,tokens_out,tokens_raisonnement,tokens_cache_lus,tokens_cache_ecrits,cout_usd,latence_ms,modele,horodatage,sortie_brute
SM-station-r1,SM,Station,1,0,11,1,J1,1,2,0,,J1/C1/ouverture,2,check,ok,-1,check check,,3,660,651,0,1615,0.00119635,12641,openai/gpt-5.6-luna,2026-08-22T19:12:21.916+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,12,1,J2,2,0,1,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,267,258,0,1605,0.00072225,8608,openai/gpt-5.6-luna,2026-08-22T19:12:30.559+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,13,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,348,339,0,1614,0.0008217,10657,openai/gpt-5.6-luna,2026-08-22T19:12:41.227+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,14,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,454,445,0,1605,0.00094665,10328,openai/gpt-5.6-luna,2026-08-22T19:12:51.572+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,15,1,J1,1,0,2,,J1/C1/ouverture,2,check,ok,1,check check,,3,1515,1453,0,1615,0.00222235,22157,openai/gpt-5.6-luna,2026-08-22T19:13:13.768+00:00,"Face à un sceau inconnu, « retenir » limite la perte potentielle et permet de gagner immédiatement si l’adversaire retient avec Rhun ou Tor selon le dévoilement. Engager expose Vael à une couverture défavorable par Rhun.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,16,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,373,323,0,1605,0.00084945,9577,openai/gpt-5.6-luna,2026-08-22T19:13:23.368+00:00,"Avec Rhun, vous êtes supérieur aux deux sceaux que l’autre peut détenir. Engager garantit donc au moins +1 s’il se retire, et permet de gagner +2 s’il couvre.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,17,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,373,364,0,1614,0.0008517,8608,openai/gpt-5.6-luna,2026-08-22T19:13:32.017+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,18,1,J2,1,2,0,check,J2/C1/apres_check,8,check,ok,-1,check check,,3,605,555,0,1605,0.00112785,10983,openai/gpt-5.6-luna,2026-08-22T19:13:43.020+00:00,"Je retiens : cela évite de risquer une perte de 2 jetons contre Rhun, tandis que retenir mène à une comparaison directe où Vael gagne contre Tor et perd contre Rhun.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,19,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,219,210,0,1614,0.0006669,10312,openai/gpt-5.6-luna,2026-08-22T19:13:53.367+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,20,1,J2,2,0,1,check,J2/C2/apres_check,9,check,ok,1,check check,,3,191,182,0,1605,0.00063105,6343,openai/gpt-5.6-luna,2026-08-22T19:13:59.749+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,21,1,J1,1,2,0,,J1/C1/ouverture,2,bet,ok,-2,bet call,,3,525,516,0,1615,0.00103435,12327,openai/gpt-5.6-luna,2026-08-22T19:14:12.101+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,22,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,276,222,0,1605,0.00073305,7077,openai/gpt-5.6-luna,2026-08-22T19:14:19.205+00:00,"Avec Rhun, vous battez aussi bien Tor que Vael. Engager garantit donc au minimum que l’adversaire devra se retirer pour éviter une défaite certaine, et une couverture vous rapporterait +2.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,23,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,321,312,0,1614,0.0007893,12733,openai/gpt-5.6-luna,2026-08-22T19:14:31.987+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,24,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,346,285,0,1604,0.0008168,8266,openai/gpt-5.6-luna,2026-08-22T19:14:40.278+00:00,"Avec Tor, retenir donne une espérance de gain nulle : vous gagnez contre Rhun et perdez contre Vael. Engager vous expose à une perte probable si l’Ouvrant possède Vael, sans avantage suffisant dans l’autre cas.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,25,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,659,650,0,1614,0.0011949,11702,openai/gpt-5.6-luna,2026-08-22T19:14:51.996+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,26,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,715,706,0,1605,0.00125985,17577,openai/gpt-5.6-luna,2026-08-22T19:15:09.617+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,27,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,268,259,0,1614,0.0007257,10391,openai/gpt-5.6-luna,2026-08-22T19:15:20.053+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,28,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,266,257,0,1605,0.00072105,7360,openai/gpt-5.6-luna,2026-08-22T19:15:27.470+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,29,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,404,395,0,1614,0.0008889,13827,openai/gpt-5.6-luna,2026-08-22T19:15:41.341+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,30,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,221,212,0,1605,0.00066705,8703,openai/gpt-5.6-luna,2026-08-22T19:15:50.074+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,31,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,293,284,0,1614,0.0007557,9031,openai/gpt-5.6-luna,2026-08-22T19:15:59.144+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,32,1,J2,1,0,2,check,J2/C1/apres_check,8,bet,ok,2,check bet call,,3,261,252,0,1605,0.00071505,10702,openai/gpt-5.6-luna,2026-08-22T19:16:09.881+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,33,1,J1,0,2,1,,J1/C0/ouverture,1,bet,ok,-2,bet call,,3,525,516,0,1614,0.0010341,11717,openai/gpt-5.6-luna,2026-08-22T19:16:21.642+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,34,1,J2,2,0,1,check,J2/C2/apres_check,9,check,ok,1,check check,,3,243,234,0,1605,0.00069345,7875,openai/gpt-5.6-luna,2026-08-22T19:16:29.550+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,35,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,347,338,0,1614,0.0008205,8719,openai/gpt-5.6-luna,2026-08-22T19:16:38.320+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,36,1,J2,0,2,1,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,445,380,0,1604,0.0009356,10329,openai/gpt-5.6-luna,2026-08-22T19:16:48.665+00:00,"Avec Tor, retenir limite la perte potentielle à -1 si l’adversaire possède Vael, tandis qu’engager lui permettrait de couvrir et de gagner +2. Face à Rhun, il se retirera probablement, ce qui donne déjà +1 sans engager.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,37,1,J1,1,0,2,,J1/C1/ouverture,2,bet,ok,2,bet call,,3,525,516,0,1615,0.00103435,11812,openai/gpt-5.6-luna,2026-08-22T19:17:00.515+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,38,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,278,269,0,1604,0.0007352,8515,openai/gpt-5.6-luna,2026-08-22T19:17:09.070+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,39,1,J1,1,2,0,,J1/C1/ouverture,2,bet,ok,-2,bet call,,3,316,307,0,1615,0.00078355,8922,openai/gpt-5.6-luna,2026-08-22T19:17:18.006+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,40,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,237,170,0,1605,0.00068625,8436,openai/gpt-5.6-luna,2026-08-22T19:17:26.474+00:00,"Engager permet de mettre l’adversaire sous pression : avec Rhun, vous battez aussi bien Tor que Vael. S’il se retire, vous gagnez +1 ; s’il couvre, vous gagnez +2. Retenir donnerait seulement une espérance nulle.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,41,1,J1,1,0,2,,J1/C1/ouverture,2,bet,ok,2,bet call,,3,784,775,0,1615,0.00134515,16092,openai/gpt-5.6-luna,2026-08-22T19:17:42.582+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,42,1,J2,0,2,1,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,356,292,0,1604,0.0008288,7672,openai/gpt-5.6-luna,2026-08-22T19:17:50.289+00:00,"Tor ne bat que Rhun et perd contre Vael. En retenant, le gain espéré est nul. En engageant, l'Ouvrant peut se retirer, ce qui me ferait perdre 1 jeton ; il n'y a donc pas d'avantage.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,43,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,500,491,0,1615,0.00100435,12889,openai/gpt-5.6-luna,2026-08-22T19:18:03.222+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,44,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,284,275,0,1605,0.00074265,8687,openai/gpt-5.6-luna,2026-08-22T19:18:11.941+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,45,1,J1,0,2,1,,J1/C0/ouverture,1,bet,ok,-2,bet call,,3,471,462,0,1614,0.0009693,12922,openai/gpt-5.6-luna,2026-08-22T19:18:24.899+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,46,1,J2,1,2,0,check,J2/C1/apres_check,8,check,ok,-1,check check,,3,394,385,0,1605,0.00087465,10218,openai/gpt-5.6-luna,2026-08-22T19:18:35.171+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,47,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,378,369,0,1615,0.00085795,9827,openai/gpt-5.6-luna,2026-08-22T19:18:45.025+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,48,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,308,299,0,1605,0.00077145,8827,openai/gpt-5.6-luna,2026-08-22T19:18:53.900+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,49,1,J1,1,0,2,,J1/C1/ouverture,2,check,ok,1,check check,,3,305,296,0,1615,0.00077035,8921,openai/gpt-5.6-luna,2026-08-22T19:19:02.856+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,50,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,215,206,0,1605,0.00065985,6657,openai/gpt-5.6-luna,2026-08-22T19:19:09.543+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,51,1,J1,1,0,2,,J1/C1/ouverture,2,check,ok,1,check check,,3,1439,1397,0,1615,0.00213115,22780,openai/gpt-5.6-luna,2026-08-22T19:19:32.347+00:00,"Avec Vael, retenir évite de prendre l’initiative d’un engagement potentiellement défavorable contre Rhun, tout en conservant une chance favorable contre Tor.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,52,1,J2,1,2,0,check,J2/C1/apres_check,8,bet,ok,-2,check bet call,,3,525,516,0,1605,0.00103185,10422,openai/gpt-5.6-luna,2026-08-22T19:19:42.791+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,53,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,434,425,0,1615,0.00092515,11905,openai/gpt-5.6-luna,2026-08-22T19:19:54.741+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,54,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,525,516,0,1605,0.00103185,10922,openai/gpt-5.6-luna,2026-08-22T19:20:05.685+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,55,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,423,414,0,1615,0.00091195,10172,openai/gpt-5.6-luna,2026-08-22T19:20:15.893+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,56,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,369,360,0,1604,0.0008444,9906,openai/gpt-5.6-luna,2026-08-22T19:20:25.810+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,57,1,J1,2,0,1,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,525,516,0,1615,0.00103435,16563,openai/gpt-5.6-luna,2026-08-22T19:20:42.407+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,58,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,198,189,0,1605,0.00063945,7077,openai/gpt-5.6-luna,2026-08-22T19:20:49.527+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,59,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,525,516,0,1615,0.00103435,12750,openai/gpt-5.6-luna,2026-08-22T19:21:02.291+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,60,1,J2,2,0,1,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,481,407,0,1605,0.00097905,11530,openai/gpt-5.6-luna,2026-08-22T19:21:13.860+00:00,"Votre sceau est Rhun. En engageant, l’Ouvrant devra choisir entre se retirer ou couvrir. Comme il ne connaît pas votre sceau, couvrir donne un gain espéré nul, tandis que se retirer vous rapporte +1. Engager est donc préférable à retenir, dont le gain espéré est nul.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,61,1,J1,1,2,0,,J1/C1/ouverture,2,check,ok,-1,check check,,3,412,403,0,1615,0.00089875,11952,openai/gpt-5.6-luna,2026-08-22T19:21:25.845+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,62,1,J2,1,2,0,check,J2/C1/apres_check,8,check,ok,-1,check check,,3,314,225,0,1605,0.00077865,8687,openai/gpt-5.6-luna,2026-08-22T19:21:34.570+00:00,"Avec Vael, retenir mène à une comparaison équitable : vous battez Tor mais perdez contre Rhun, pour une espérance de gain nulle.

Engager permettrait à un adversaire ayant Rhun de couvrir et de vous infliger -2, tandis qu’un adversaire ayant Tor se retirerait probablement, pour un gain de +1. L’espérance serait donc négative.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,63,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,481,472,0,1614,0.0009813,11733,openai/gpt-5.6-luna,2026-08-22T19:21:46.362+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,64,1,J2,2,0,1,check,J2/C2/apres_check,9,check,ok,1,check check,,3,293,284,0,1605,0.00075345,9672,openai/gpt-5.6-luna,2026-08-22T19:21:56.073+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,65,1,J1,2,1,0,,J1/C2/ouverture,3,check,ok,1,check check,,3,518,509,0,1615,0.00102595,10922,openai/gpt-5.6-luna,2026-08-22T19:22:07.026+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,66,1,J2,2,0,1,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,217,208,0,1605,0.00066225,9891,openai/gpt-5.6-luna,2026-08-22T19:22:16.971+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,67,1,J1,2,0,1,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,390,381,0,1615,0.00087235,13765,openai/gpt-5.6-luna,2026-08-22T19:22:30.771+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,68,1,J2,1,0,2,check,J2/C1/apres_check,8,bet,ok,2,check bet call,,3,525,516,0,1605,0.00103185,10500,openai/gpt-5.6-luna,2026-08-22T19:22:41.299+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,69,1,J1,1,2,0,,J1/C1/ouverture,2,check,ok,-1,check check,,3,752,743,0,1615,0.00130675,14032,openai/gpt-5.6-luna,2026-08-22T19:22:55.379+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,70,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,373,294,0,1605,0.00084945,8827,openai/gpt-5.6-luna,2026-08-22T19:23:04.240+00:00,"Avec Rhun, retenir garantit une comparaison équitable : vous gagnez contre Vael et perdez contre Tor, pour un gain espéré nul.

En engageant, l’adversaire peut se retirer s’il a Vael ou couvrir s’il a Tor. Dans les deux cas, votre résultat est négatif. Il vaut donc mieux retenir.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,71,1,J1,1,2,0,,J1/C1/ouverture,2,bet,ok,-2,bet call,,3,463,415,0,1615,0.00095995,12313,openai/gpt-5.6-luna,2026-08-22T19:23:16.574+00:00,"J'engage : l'adversaire a intérêt à se retirer plutôt qu'à couvrir, car il ne connaît pas mon sceau et la couverture lui donne une espérance de gain nulle.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,72,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,525,516,0,1605,0.00103185,11750,openai/gpt-5.6-luna,2026-08-22T19:23:28.365+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,73,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,525,516,0,1614,0.0010341,12922,openai/gpt-5.6-luna,2026-08-22T19:23:41.325+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,74,1,J2,2,0,1,check,J2/C2/apres_check,9,check,ok,1,check check,,3,525,516,0,1605,0.00103185,12469,openai/gpt-5.6-luna,2026-08-22T19:23:53.828+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,75,1,J1,1,2,0,,J1/C1/ouverture,2,check,ok,-1,check check,,3,416,407,0,1615,0.00090355,10983,openai/gpt-5.6-luna,2026-08-22T19:24:04.850+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,76,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,350,255,0,1604,0.0008216,8984,openai/gpt-5.6-luna,2026-08-22T19:24:13.880+00:00,"Avec Tor, si je retiens, la révélation me donne une chance sur deux de gagner contre Rhun et une chance sur deux de perdre contre Vael : espérance nulle.

Si j’engage, l’adversaire couvrira probablement avec Vael pour me battre (-2), tandis qu’il se retirera avec Rhun (+1 pour moi), soit une espérance négative. Il vaut donc mieux retenir.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,77,1,J1,1,0,2,,J1/C1/ouverture,2,check,ok,1,check check,,3,447,438,0,1615,0.00094075,13140,openai/gpt-5.6-luna,2026-08-22T19:24:27.062+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,78,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,360,351,0,1604,0.0008336,10313,openai/gpt-5.6-luna,2026-08-22T19:24:37.414+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,79,1,J1,2,1,0,,J1/C2/ouverture,3,check,ok,1,check check,,3,396,324,0,1615,0.00087955,8468,openai/gpt-5.6-luna,2026-08-22T19:24:45.919+00:00,"Avec Rhun, vous battez nécessairement le sceau adverse. Retenir permet au Répondant de retenir et de vous laisser gagner +1, mais s'il engage, vous pouvez couvrir et gagner +2. Engager immédiatement lui permettrait simplement de se retirer, pour un gain limité à +1.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,80,1,J2,2,1,0,check,J2/C2/apres_check,9,bet,ok,2,check bet call,,3,259,250,0,1605,0.00071265,9577,openai/gpt-5.6-luna,2026-08-22T19:24:55.533+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,81,1,J1,0,2,1,,J1/C0/ouverture,1,bet,ok,-2,bet call,,3,175,166,0,1614,0.0006141,10593,openai/gpt-5.6-luna,2026-08-22T19:25:06.145+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,82,1,J2,0,1,2,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,287,278,0,1604,0.000746,9891,openai/gpt-5.6-luna,2026-08-22T19:25:16.073+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,83,1,J1,1,0,2,,J1/C1/ouverture,2,check,ok,1,check check,,3,444,435,0,1615,0.00093715,11953,openai/gpt-5.6-luna,2026-08-22T19:25:28.065+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,84,1,J2,0,2,1,check,J2/C0/apres_check,7,check,ok,-1,check check,,3,178,169,0,1604,0.0006152,7733,openai/gpt-5.6-luna,2026-08-22T19:25:35.851+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,85,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,487,478,0,1614,0.0009885,11657,openai/gpt-5.6-luna,2026-08-22T19:25:47.551+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,86,1,J2,2,1,0,check,J2/C2/apres_check,9,check,ok,1,check check,,3,326,317,0,1605,0.00079305,8155,openai/gpt-5.6-luna,2026-08-22T19:25:55.701+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,87,1,J1,2,1,0,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,364,355,0,1615,0.00084115,11312,openai/gpt-5.6-luna,2026-08-22T19:26:07.050+00:00,"ACTION: engager
"
SM-station-r1,SM,Station,1,0,88,1,J2,1,2,0,check,J2/C1/apres_check,8,check,ok,-1,check check,,3,479,470,0,1605,0.00097665,12032,openai/gpt-5.6-luna,2026-08-22T19:26:19.120+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,89,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,470,461,0,1614,0.0009681,11156,openai/gpt-5.6-luna,2026-08-22T19:26:30.317+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,90,1,J2,1,2,0,check,J2/C1/apres_check,8,bet,ok,-2,check bet call,,3,336,270,0,1605,0.00080505,9829,openai/gpt-5.6-luna,2026-08-22T19:26:40.178+00:00,"Vous avez Vael. Si l’autre possède Tor, il couvrira probablement et vous gagnerez 2 jetons ; s’il possède Rhun, il se retirera probablement, limitant votre perte à 1 jeton. Engager offre donc une meilleure espérance que retenir.

ACTION: engager
"
SM-station-r1,SM,Station,1,0,91,1,J1,0,2,1,,J1/C0/ouverture,1,check,ok,-1,check check,,3,514,505,0,1614,0.0010209,11579,openai/gpt-5.6-luna,2026-08-22T19:26:51.792+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,92,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,290,215,0,1605,0.00074985,7843,openai/gpt-5.6-luna,2026-08-22T19:26:59.673+00:00,"Je choisis de retenir : avec Vael, je bats Tor mais perds contre Rhun. Engager permettrait au détenteur de Rhun de couvrir et de gagner 2 jetons, tandis que le détenteur de Tor se retirerait ; l'espérance est donc moins favorable que le dévoilement immédiat.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,93,1,J1,0,1,2,,J1/C0/ouverture,1,check,ok,-1,check check,,3,492,483,0,1614,0.0009945,11014,openai/gpt-5.6-luna,2026-08-22T19:27:10.717+00:00,"ACTION: retenir
"
SM-station-r1,SM,Station,1,0,94,1,J2,1,0,2,check,J2/C1/apres_check,8,check,ok,1,check check,,3,329,280,0,1605,0.00079665,11406,openai/gpt-5.6-luna,2026-08-22T19:27:22.156+00:00,"Je choisis de retenir : cela garantit une espérance de gain nulle, tandis qu’engager permettrait au sceau supérieur de répondre favorablement et m’exposerait à une perte nette.

ACTION: retenir
"
SM-station-r1,SM,Station,1,0,95,1,J1,2,0,1,,J1/C2/ouverture,3,bet,ok,2,bet call,,3,680,671,0,1615,0.00122035,13234,openai/gpt-5.6-luna,2026-08-22T19:27:35.421+00:00,"ACTION: engager
"
